"","google_knowledge_occupation","group","year","month","day","imie","nazwisko"
"2189","actress","Acting",2012,4,17,"Julia","Louis-Dreyfus"
"2190","former united states secretary of labor","Politician",2012,4,18,"Robert","Reich"
"2191","author","Media",2012,4,19,"Judy","Smith"
"2192","former president of the maldives","Politician",2012,4,2,"Mohamed","Nasheed"
"2193","business person","Business",2012,4,23,"Ben","Rattray"
"2194","former united states secretary of state","Politician",2012,4,24,"Madeleine","Albright"
"2195","actor","Acting",2012,4,25,"Jason","Segel"
"2196","freelance writer","Media",2012,4,26,"Robert","Draper"
"2197","attorney","Misc",2012,4,3,"Tom","Goldstein"
"2198","author","Media",2012,4,30,"Zach","Wahls"
"2199","law professor","Academic",2012,4,4,"Jack","Goldsmith"
"2200","chef","Misc",2012,4,5,"Anthony","Bourdain"
"2201","reporter","Media",2012,4,9,"Tim","Weiner"
"2202","author","Media",2012,5,1,"David","Barton"
"2203","journalist","Media",2012,5,10,"Robert","Caro"
"2204","us senator","Politician",2012,5,2,"Sen.","Tom Coburn"
"2205","first lady","Politician",2012,5,29,"First","Lady Michelle Obama"
"2206","broadcaster","Media",2012,5,3,"Peter","Bergen"
"2207","journalist","Media",2012,5,30,"Dan","Rather"
"2208","actor","Acting",2012,5,31,"Jim","Parsons"
"2209","character","Comedy",2012,5,7,"Admiral","General Aladeen"""
"2210","us permanent representative to nato","Government",2012,5,8,"Ambassador","Ivo Daalder"
"2211","priest","Clergy",2012,5,9,"John","R. Hall"
"2212","mayor of london","Politician",2012,6,11,"Boris","Johnson"
"2213","former us secretary of defense","Politician",2012,6,12,"Colin","Powell"
"2214","actress","Acting",2012,6,13,"Maggie","Gyllenhaal"
"2215","actress","Acting",2012,6,14,"Catherine","Zeta-Jones"
"2216","journalist","Media",2012,6,18,"Parmy","Olson"
"2217","actor","Acting",2012,6,19,"Denis","Leary"
"2218","actor","Acting",2012,6,20,"Steve","Carell"
"2219","satirist","Media",2012,6,21,"Bassem","Youssef"
"2220","united states senator","Politician",2012,6,25,"Marco","Rubio"
"2221","television series creator","Media",2012,6,26,"Seth","MacFarlane"
"2222","actor","Acting",2012,6,27,"Andrew","Garfield"
"2223","rock duo","Musician",2012,6,28,"Tenacious","D"
"2224","author","Media",2012,6,4,"Thomas","Mann & Norman Ornstein"
"2225","author","Media",2012,6,4,"Thomas","Mann & Norman Ornstein"
"2226","former governor of new mexico","Politician",2012,6,5,"Gary","Johnson"
"2227","actor","Acting",2012,6,6,"Michael","Fassbender"
"2228","author","Media",2012,6,7,"Edward","Conard"
"2229","comedian","Comedy",2012,7,16,"Louis","C.K."
"2230","american football wide receiver","Athletics",2012,7,17,"Victor","Cruz"
"2231","actress","Acting",2012,7,18,"Sigourney","Weaver"
"2232","journalist","Media",2012,7,19,"E.J.","Dionne"
"2233","journalist","Media",2012,7,23,"Fareed","Zakaria"
"2234","actor","Acting",2012,7,24,"Matthew","McConaughey"
"2235","economist","Academic",2012,7,25,"Joseph","Stiglitz"
"2236","stand-up comedian","Comedy",2012,7,26,"Zach","the Erect"" Galifianakis & Will Ferrell"""
"2237","actor","Acting",2012,7,26,"Zach","the Erect"" Galifianakis & Will Ferrell"""
"2238","actress","Acting",2012,7,30,"Rashida","Jones"
"2239","economist","Academic",2012,7,31,"Dambisa","Moyo"
"2240","journalist","Media",2012,8,1,"Fred","Guterl"
"2241","actor","Acting",2012,8,13,"Robert","Pattinson"
"2242","beach volleyball player","Athletics",2012,8,14,"Misty","May-Treanor"
"2243","journalist","Media",2012,8,15,"Brian","Williams"
"2244","actor","Acting",2012,8,16,"Rob","Corddry"
"2245","actress","Acting",2012,8,2,"Jessica","Biel"
"2246","united states senator","Politician",2012,8,28,"Marco","Rubio"
"2247","author","Media",2012,8,29,"Herman","Cain"
"2248","former lieutenant governor of maryland","Politician",2012,8,30,"Michael","Steele"
"2249",NA,NA,2012,8,31,"none",NA
"2250","consultant","Political Aide",2012,8,6,"Tim","Gunn"
"2251","author","Media",2012,8,7,"Saima","Wahab"
"2252","comedian","Comedy",2012,8,8,"Chris","Rock"
"2253","author","Media",2012,8,9,"Joanna","Brooks"
"2254","diplomat","Government",2012,9,17,"Kofi","Annan"
"2255","novelist","Media",2012,9,18,"Salman","Rushdie"
"2256","product line","Misc",2012,9,19,"Pink",NA
"2257","us president","Politician",2012,9,20,"Bill","Clinton"
"2258","king","Politician",2012,9,25,"Abdullah","II bin Al-Hussein"
"2259","actress","Acting",2012,9,26,"Olivia","Wilde"
"2260","basketball player","Athletics",2012,9,27,"Amar'e","Stoudemire"
"2261","journalist","Media",2012,9,4,"Tom","Brokaw"
"2262","united states senator","Politician",2012,9,5,"Kirsten","Gillibrand"
"2263","economist","Academic",2012,9,6,"Austan","Goolsbee"
"2264",NA,NA,2012,9,7,"none",NA
"2265","actor","Acting",2013,1,10,"Josh","Brolin"
"2266","musician","Musician",2013,1,14,"Roger","Waters"
"2267","journalist","Media",2013,1,15,"Bob","Schieffer"
"2268","actress","Acting",2013,1,16,"Jessica","Chastain"
"2269","actress","Acting",2013,1,17,"Lena","Dunham"
"2270","associate justice of the supreme court of the united states","Government",2013,1,21,"Sonia","Sotomayor"
"2271","actress","Acting",2013,1,22,"Jennifer","Lopez"
"2272","professor","Academic",2013,1,23,"Missy","Cummings"
"2273","actor","Acting",2013,1,24,"Christopher","Walken"
"2274","sportscaster","Media",2013,1,28,"Bob","Costas"
"2275","actress","Acting",2013,1,29,"Melissa","McCarthy"
"2276","former vice president","Politician",2013,1,30,"Al","Gore"
"2277","actor","Acting",2013,1,31,"Jason","Bateman"
"2278","actress","Acting",2013,1,7,"Anne","Hathaway"
"2279","armed forces officer","Military",2013,1,8,"Stanley","McChrystal"
"2280","actor","Acting",2013,1,9,"Jeff","Bridges"
"2281","actor","Acting",2013,10,1,"David","Mitchell"
"2282","biographer","Media",2013,10,10,"Brian","Jay Jones"
"2283","actress","Acting",2013,10,2,"Sandra","Bullock"
"2284","economist","Academic",2013,10,21,"Alan","Greenspan"
"2285","journalist","Media",2013,10,22,"Malcolm","Gladwell"
"2286","columnist","Media",2013,10,23,"Charles","Krauthammer"
"2287","actor","Acting",2013,10,24,"Chiwetel","Ejiofor"
"2288","actor","Acting",2013,10,28,"Nick","Offerman"
"2289","us representative","Politician",2013,10,29,"Debbie","Wasserman Schultz"
"2290","actress","Acting",2013,10,3,"Kerry","Washington"
"2291","historian","Academic",2013,10,30,"Diane","Ravitch"
"2292","author","Media",2013,10,31,"Mark","Fainaru-Wada"
"2293","former hhs secretary","Politician",2013,10,7,"Kathleen","Sebelius"
"2294","activist","Advocacy",2013,10,8,"Malala","Yousafzai"
"2295","actor","Acting",2013,10,9,"Michael","Fassbender"
"2296","biographer","Media",2013,11,11,"Doris","Kearns Goodwin"
"2297","former us representative","Politician",2013,11,12,"Joe","Scarborough"
"2298","actor","Acting",2013,11,13,"Keegan-Michael","Key and Jordan Peele"
"2299","actor","Acting",2013,11,13,"Keegan-Michael","Key and Jordan Peele"
"2300","actor","Acting",2013,11,14,"Geoffrey","Rush"
"2301","actress","Acting",2013,11,18,"Elizabeth","Olsen"
"2302","comedian","Comedy",2013,11,19,"Bill","Cosby"
"2303","journalist","Media",2013,11,20,"Tom","Brokaw"
"2304","actress","Acting",2013,11,21,"Jennifer","Lawrence"
"2305","journalist","Media",2013,11,4,"Bob","Woodruff"
"2306","actor","Acting",2013,11,5,"John","Goodman"
"2307","author","Media",2013,11,6,"Monique","Brinson Demery"
"2308","film actor","Acting",2013,11,7,"Patrick","Stewart"
"2309","actress","Acting",2013,12,10,"Amy","Adams"
"2310","professor","Academic",2013,12,11,"Reza","Aslan"
"2311","actress","Acting",2013,12,12,"Evangeline","Lilly"
"2312","film director","Media",2013,12,16,"Haifaa","al-Mansour"
"2313","businessman","Business",2013,12,17,"Erik","Prince"
"2314","actor","Acting",2013,12,18,"Steve","Carell, Will Ferrell, David Koechner & Paul Rudd"
"2315","actor","Acting",2013,12,18,"Steve","Carell, Will Ferrell, David Koechner & Paul Rudd"
"2316","actor","Acting",2013,12,18,"Steve","Carell, Will Ferrell, David Koechner & Paul Rudd"
"2317","actor","Acting",2013,12,19,"Jonah","Hill"
"2318","actor","Acting",2013,12,2,"Ian","McKellen"
"2319","actor","Acting",2013,12,3,"Jared","Leto"
"2320","film director","Media",2013,12,4,"Jehane","Noujaim"
"2321","journalist","Media",2013,12,5,"Jorge","Ramos"
"2322","author","Media",2013,12,9,"Husain","Haqqani"
"2323","white house sommunications director","Political Aide",2013,2,11,"George","Stephanopoulos"
"2324","baseball player","Athletics",2013,2,12,"Mike","Piazza"
"2325","afghan politician","Politician",2013,2,13,"Fawzia","Koofi"
"2326","united states ambassador to the united nations","Government",2013,2,14,"Susan","Rice"
"2327","actress","Acting",2013,2,19,"Alison","Brie"
"2328","author","Media",2013,2,20,"Helaine","Olen"
"2329","journalist","Media",2013,2,21,"Steven","Brill"
"2330","singer","Musician",2013,2,25,"Donnie","Wahlberg"
"2331","film director","Media",2013,2,26,"Lori","Silverbush & Kristi Jacobson"
"2332","film director","Media",2013,2,26,"Lori","Silverbush & Kristi Jacobson"
"2333","filmmaker","Media",2013,2,27,"R.","J. Cutler"
"2334","television host","Media",2013,2,28,"Rachel","Maddow"
"2335","educator","Advocacy",2013,2,4,"Michelle","Rhee"
"2336","police officer","Government",2013,2,5,"Ray","Kelly"
"2337","businessman","Business",2013,2,6,"Ed","Whitacre"
"2338","attorney at law","Misc",2013,2,7,"Neil","Barofsky"
"2339","actor","Acting",2013,3,25,"Peter","Dinklage"
"2340","reporter","Media",2013,3,26,"Michael","Moss"
"2341","actress","Acting",2013,3,27,"Eva","Mendes"
"2342","journalist","Media",2013,3,28,"Denise","Kiernan"
"2343","actor","Acting",2013,3,4,"Paul","Rudd"
"2344","former associate justice of the supreme court of the united states","Government",2013,3,5,"Sandra","Day O'Connor"
"2345","astrophysicist","Science",2013,3,6,"Neil","deGrasse Tyson"
"2346","football coach","Athletics",2013,3,7,"Tom","Coughlin"
"2347","author","Media",2013,4,1,"Mary","Roach"
"2348","filmmaker","Media",2013,4,10,"Ken","Burns"
"2349","television actress","Acting",2013,4,11,"Edie","Falco"
"2350","actor","Acting",2013,4,16,"Tom","Cruise"
"2351","comedian","Comedy",2013,4,17,"Ricky","Gervais"
"2352","journalist","Media",2013,4,18,"Mark","Mazzetti"
"2353","professor","Academic",2013,4,2,"Jonathan","Sperber"
"2354","actress","Acting",2013,4,22,"Christina","Hendricks"
"2355","novelist","Media",2013,4,23,"Salman","Rushdie"
"2356","satirist","Media",2013,4,24,"Bassem","Youssef"
"2357","academic","Academic",2013,4,25,"Vali","Nasr"
"2358","actor","Acting",2013,4,29,"Jon","Hamm"
"2359","executive","Business",2013,4,3,"Sheryl","Sandberg"
"2360","actor","Acting",2013,4,30,"Robert","Downey Jr."
"2361","film director","Media",2013,4,4,"Danny","Boyle"
"2362","former omb director","Government",2013,4,8,"David","Stockman"
"2363","former president","Politician",2013,4,9,"Jimmy","Carter"
"2364","former us senator","Politician",2013,5,1,"Kay","Bailey Hutchison"
"2365","director","Media",2013,5,13,"J.","J. Abrams"
"2366","actor","Acting",2013,5,14,"Nathan","Lane"
"2367","former united states senator","Politician",2013,5,15,"Olympia","Snowe"
"2368","journalist","Media",2013,5,16,"George","Packer"
"2369","author","Media",2013,5,2,"Eric","Greitens"
"2370","actress","Acting",2013,5,20,"Ellen","Page"
"2371","basketball coach","Athletics",2013,5,21,"Phil","Jackson"
"2372","television host","Media",2013,5,22,"Bill","O' Reilly"
"2373","actor","Acting",2013,5,23,"Morgan","Freeman"
"2374","journalist","Media",2013,5,6,"Christiane","Amanpour"
"2375","actress","Acting",2013,5,7,"Mindy","Kaling"
"2376","actress","Acting",2013,5,8,"Carey","Mulligan"
"2377","humorist","Media",2013,5,9,"David","Sedaris"
"2378","actor","Acting",2013,6,10,"Seth","Rogen"
"2379","satirist","Media",2013,6,11,"Armando","Iannucci"
"2380","singer","Musician",2013,6,12,"Mavis","Staples"
"2381","journalist","Media",2013,6,13,"Fareed","Zakaria"
"2382","actress","Acting",2013,6,17,"Linda","Cardellini"
"2383","comedian","Comedy",2013,6,18,"Jim","Gaffigan"
"2384","writer","Media",2013,6,19,"Dawn","Porter"
"2385","journalist","Media",2013,6,20,"Tom","Brokaw"
"2386","actress","Acting",2013,6,24,"Maggie","Gyllenhaal"
"2387","drummer","Musician",2013,6,25,"Questlove",NA
"2388","film director","Media",2013,6,26,"Josh","Fox"
"2389","attorney","Misc",2013,6,27,"Tom","Goldstein"
"2390","filmmaker","Media",2013,6,3,"Maxim","Pozdorovkin & Mike Lerner"
"2391","filmmaker","Media",2013,6,3,"Maxim","Pozdorovkin & Mike Lerner"
"2392","journalist","Media",2013,6,4,"Brian","Williams"
"2393","speechwriter","Political Aide",2013,6,5,"Jon","Favreau"
"2394",NA,NA,2013,6,6,"No","Guest"
"2395","screenwriter","Media",2013,7,15,"Aaron","Sorkin"
"2396","actor","Acting",2013,7,16,"Helen","Mirren"
"2397","professor","Academic",2013,7,17,"Reza","Aslan"
"2398","author","Media",2013,7,18,"Sarah","Vowell"
"2399","comedian","Comedy",2013,7,22,"Louis","C.K."
"2400","diplomat","Government",2013,7,23,"Richard","Haass"
"2401","actress","Acting",2013,7,24,"Shailene","Woodley"
"2402","soccer manager","Athletics",2013,7,25,"Bob","Bradley"
"2403","journalist","Media",2013,7,29,"Mark","Leibovich"
"2404","consultant","Political Aide",2013,7,30,"Tim","Gunn"
"2405","actor","Acting",2013,7,31,"Hank","Azaria"
"2406","stand-up comedian","Comedy",2013,8,1,"Colin","Quinn"
"2407","united states senate member","Politician",2013,8,12,"Rand","Paul"
"2408","film director","Media",2013,8,13,"Joshua","Oppenheimer"
"2409","actor","Acting",2013,8,14,"Regis","Philbin"
"2410","actor","Acting",2013,8,15,"Simon","Pegg"
"2411","fiction writer","Media",2013,8,5,"Neal","Thompson"
"2412","actor","Acting",2013,8,6,"Liam","Hemsworth"
"2413","actress","Acting",2013,8,7,"Lake","Bell"
"2414","united states senator","Politician",2013,8,8,"Kirsten","Gillibrand"
"2415","journalist","Media",2013,9,10,"Bill","Dedman"
"2416","actor","Acting",2013,9,11,"Bob","Odenkirk & David Cross"
"2417","stand-up comedian","Comedy",2013,9,11,"Bob","Odenkirk & David Cross"
"2418","actor","Acting",2013,9,12,"Billy","Crystal"
"2419","former united states secretary of labor","Politician",2013,9,16,"Robert","Reich"
"2420","actor","Acting",2013,9,17,"Jake","Gyllenhaal"
"2421","actor","Acting",2013,9,18,"Hugh","Jackman"
"2422","coorespondant","Media",2013,9,19,"Chelsea","Clinton"
"2423","ethologist","Academic",2013,9,24,"Richard","Dawkins"
"2424","rock band","Musician",2013,9,25,"Atoms","for Peace"
"2425","actor","Acting",2013,9,26,"Robin","Williams"
"2426","united nations official","Government",2013,9,3,"Andrew","Harper"
"2427","television host","Media",2013,9,30,"Bill","O'Reilly"
"2428","astrophysicist","Science",2013,9,4,"Mario","Livio"
"2429","actor","Acting",2013,9,5,"Michael","C. Hall"
"2430","journalist","Media",2013,9,9,"Sheri","Fink"
"2431","television director","Media",2014,1,13,"Roger","Ross Williams"
"2432","consultant","Political Aide",2014,1,14,"Tim","Gunn"
"2433","united states secretary of defense","Politician",2014,1,15,"Robert","Gates"
"2434","journalist","Media",2014,1,16,"Steven","Brill"
"2435","author","Media",2014,1,20,"Marilynne","Roach"
"2436","author","Media",2014,1,21,"Theresa","Payton"
"2437","broadcaster","Media",2014,1,22,"Hari","Sreenivasan"
"2438","journalist","Media",2014,1,23,"Anjan","Sundaram"
"2439","comedian","Comedy",2014,1,27,"Jeff","Garlin"
"2440","comedian","Comedy",2014,1,28,"Louis","C.K."
"2441","stunt perfomrer","Acting",2014,1,29,"Johnny","Knoxville"
"2442","minority leader of the united states house of representatives","Politician",2014,1,30,"Nancy","Pelosi"
"2443","actor","Acting",2014,1,6,"Oscar","Isaac"
"2444","actor","Acting",2014,1,7,"Steve","Coogan"
"2445","director of the consumer financial protection bureau","Government",2014,1,8,"Richard","Cordray"
"2446","actress","Acting",2014,1,9,"Scarlett","Johansson"
"2447","actress","Acting",2014,10,1,"Lena","Dunham"
"2448","columnist","Media",2014,10,13,"Matt","Bai"
"2449","stand-up comedian","Comedy",2014,10,14,"Zach","Galifianakis"
"2450","television host","Media",2014,10,15,"Bill","O'Reilly"
"2451","professor","Academic",2014,10,16,"Bryan","Stevenson"
"2452","documentarian","Media",2014,10,2,"Ben","Steele"
"2453","lawyer","Misc",2014,10,27,"Wendy","Davis"
"2454","us representative","Politician",2014,10,28,"Joaquin","Castro"
"2455","actor","Acting",2014,10,29,"Ellar","Coltrane"
"2456","rock band","Musician",2014,10,30,"Spoon",NA
"2457","surgeon","Science",2014,10,6,"Atul","Gawande"
"2458","stand-up comedian","Comedy",2014,10,7,"Wyatt","Cenac"
"2459","former cia director","Government",2014,10,8,"Leon","Panetta"
"2460","actor","Acting",2014,10,9,"Jeremy","Renner"
"2461","musician","Musician",2014,11,10,"Bruce","Springsteen & Frank Caruso"
"2462","illustrator","Media",2014,11,10,"Bruce","Springsteen & Frank Caruso"
"2463","united states ambassador to the united nations","Government",2014,11,11,"Samantha","Power"
"2464","actor","Acting",2014,11,12,"Steve","Carell"
"2465","journalist","Media",2014,11,13,"Maziar","Bahari & Gael Garcí_a Bernal"
"2466","film actor","Acting",2014,11,13,"Maziar","Bahari & Gael Garcí_a Bernal"
"2467","film director","Media",2014,11,17,"Laura","Poitras"
"2468","actor","Acting",2014,11,18,"Benedict","Cumberbatch"
"2469","actress","Acting",2014,11,19,"Jessica","Chastain"
"2470","actor","Acting",2014,11,20,"Eddie","Redmayne"
"2471","actor","Acting",2014,11,3,"Jake","Gyllenhaal"
"2472","rnc chairman","Politician",2014,11,4,"Reince","Priebus"
"2473","actor","Acting",2014,11,5,"John","Cleese"
"2474","journalist","Media",2014,11,6,"James","Risen"
"2475","legal analyst","Misc",2014,12,1,"Andrew","Napolitano"
"2476","writer","Media",2014,12,10,"Suki","Kim"
"2477","professional wrestler","Athletics",2014,12,11,"Mick","Foley"
"2478","film director","Media",2014,12,15,"Tim","Burton"
"2479","singer-songwriter","Musician",2014,12,16,"Paul","McCartney"
"2480","actress","Acting",2014,12,17,"Anna","Kendrick"
"2481","non profit director","Advocacy",2014,12,2,"Sophie","Delaunay"
"2482","musician","Musician",2014,12,3,"Dave","Grohl"
"2483","actress","Acting",2014,12,4,"Angelina","Jolie"
"2484","television writer","Media",2014,12,8,"Norman","Lear"
"2485","filmmaker","Media",2014,12,9,"Kathryn","Bigelow & Juan Zarate"
"2486","white house official","Political Aide",2014,12,9,"Kathryn","Bigelow & Juan Zarate"
"2487","actor","Acting",2014,2,10,"Ty","Burrell"
"2488","journalist","Media",2014,2,11,"Elizabeth","Kolbert"
"2489","actor","Acting",2014,2,12,"Joel","Kinnaman"
"2490","actor","Acting",2014,2,18,"Kevin","Spacey"
"2491","film director","Media",2014,2,19,"David","O. Russell"
"2492","activist","Advocacy",2014,2,20,"Ronan","Farrow"
"2493","journalist","Media",2014,2,24,"Hooman","Majd"
"2494","futurist","Academic",2014,2,25,"Michio","Kaku"
"2495","actor","Acting",2014,2,26,"Liam","Neeson"
"2496","writer","Media",2014,2,27,"Kevin","Roose"
"2497","nyc mayor","Politician",2014,2,3,"Bill","de Blasio"
"2498","actress","Acting",2014,2,4,"Elizabeth","Banks"
"2499","actor","Acting",2014,2,5,"George","Clooney"
"2500","reporter","Media",2014,2,6,"Robyn","Doolittle"
"2501","choreographer","Media",2014,3,10,"Paul","Taylor"
"2502","legal analyst","Misc",2014,3,11,"Andrew","Napolitano"
"2503","actor","Acting",2014,3,12,"Jason","Bateman"
"2504","attorney","Misc",2014,3,13,"Anita","Hill"
"2505","author","Media",2014,3,24,"Arianna","Huffington"
"2506","author","Media",2014,3,25,"Amy","Yates Wuelfing & Gibby Haynes"
"2507","musician","Musician",2014,3,25,"Amy","Yates Wuelfing & Gibby Haynes"
"2508","actor","Acting",2014,3,26,"Jude","Law"
"2509","statistician","Media",2014,3,27,"Nate","Silver"
"2510","television series creator","Media",2014,3,3,"Seth","MacFarlane"
"2511","actor","Acting",2014,3,31,"Peter","Dinklage"
"2512","former us senator","Politician",2014,3,4,"Jim","DeMint"
"2513","television host","Media",2014,3,5,"Rachel","Maddow"
"2514","foreign policy analyst","Academic",2014,3,6,"Kimberly","Marten"
"2515","author","Media",2014,4,1,"Michael","Lewis"
"2516","actress","Acting",2014,4,10,"Jennifer","Garner"
"2517","actor","Acting",2014,4,2,"Samuel","L. Jackson"
"2518","administrator","Government",2014,4,21,"Gina","McCarthy"
"2519","us senator","Politician",2014,4,22,"Elizabeth","Warren"
"2520","broadcaster","Media",2014,4,23,"Robin","Roberts"
"2521","historian","Academic",2014,4,24,"Ramachandra","Guha"
"2522","coach","Athletics",2014,4,28,"Mookie","Wilson"
"2523","writer","Media",2014,4,29,"William","D. Cohan"
"2524","soccer player","Athletics",2014,4,3,"Pelí©",NA
"2525","professor","Academic",2014,4,30,"Martin","Gilens & Benjamin Page"
"2526","professor","Academic",2014,4,30,"Martin","Gilens & Benjamin Page"
"2527","author","Media",2014,4,7,"Matt","Taibbi"
"2528","actor","Acting",2014,4,8,"Denis","Leary"
"2529","actor","Acting",2014,4,9,"Colin","Firth"
"2530","stand-up comedian","Comedy",2014,5,1,"David","Spade"
"2531","professor","Academic",2014,5,12,"Martin","Blaser"
"2532","journalist","Media",2014,5,13,"Ron","Suskind"
"2533","rock band","Musician",2014,5,14,"Blondie",NA
"2534","actor","Acting",2014,5,15,"Jim","Parsons"
"2535","actor","Acting",2014,5,19,"James","McAvoy"
"2536","chief technology officer of united states","Government",2014,5,20,"Aneesh","Chopra"
"2537","former united states secretary of the treasury","Politician",2014,5,21,"Timothy","Geithner"
"2538","actress","Acting",2014,5,22,"Drew","Barrymore"
"2539","baseball player","Athletics",2014,5,5,"Mariano","Rivera"
"2540","author","Media",2014,5,6,"Peter","Schuck"
"2541","actor","Acting",2014,5,7,"Seth","Rogen"
"2542","journalist","Media",2014,5,8,"Katie","Couric"
"2543","journalist","Media",2014,6,10,"Sebastian","Junger"
"2544","us senator","Politician",2014,6,11,"Charles","Schumer"
"2545","actor","Acting",2014,6,12,"Christopher","Walken"
"2546","businessman","Business",2014,6,16,"Howard","Schultz"
"2547","journalist","Media",2014,6,17,"Daniel","Schulman"
"2548","actor","Acting",2014,6,18,"Kevin","Hart"
"2549","author","Media",2014,6,19,"Hamid","Al-Bayati"
"2550","actor","Acting",2014,6,2,"Robert","De Niro"
"2551","comedian","Comedy",2014,6,23,"Bill","Maher"
"2552","actress","Acting",2014,6,24,"Jennifer","Esposito"
"2553","actress","Acting",2014,6,25,"Keira","Knightley"
"2554","actress","Acting",2014,6,26,"Melissa","McCarthy"
"2555","comedian","Comedy",2014,6,3,"Ricky","Gervais"
"2556","journalist","Media",2014,6,4,"Gihan","Ibrahim"
"2557","actor","Acting",2014,6,5,"Tom","Cruise"
"2558","lawyer","Misc",2014,6,9,"Philip","K. Howard"
"2559","writer","Media",2014,7,14,"Dahlia","Lithwick"
"2560","former us secretary of state","Politician",2014,7,15,"Hillary","Clinton"
"2561","comedian","Comedy",2014,7,16,"Jerry","Seinfeld"
"2562","actress","Acting",2014,7,17,"Emma","Stone"
"2563","journalist","Media",2014,7,21,"Sue","Turton"
"2564","film director","Media",2014,7,22,"Richard","Linklater"
"2565","actor","Acting",2014,7,23,"George","Takei"
"2566","journalist","Media",2014,7,24,"Fareed","Zakaria"
"2567","journalist","Media",2014,7,28,"Sonia","Nazario"
"2568","journalist","Media",2014,7,29,"Sara","Firth"
"2569","actress","Acting",2014,7,30,"Maggie","Gyllenhaal"
"2570","actress","Acting",2014,7,31,"Aubrey","Plaza"
"2571","professor","Academic",2014,8,26,"David","L. Rose"
"2572","academic","Academic",2014,8,27,"Hassan","Abbas"
"2573","comedian","Comedy",2014,8,28,"Todd","Glass"
"2574","actor","Acting",2014,8,4,"Elisabeth","Moss"
"2575","author","Media",2014,8,5,"Helen","Thorpe"
"2576","composer","Musician",2014,8,6,"Wu-Tang","Clan"
"2577","tv producer","Media",2014,8,7,"Tracy","Droz Tragos"
"2578","diplomat","Government",2014,9,10,"Ban","Ki-moon"
"2579","talk show host","Media",2014,9,11,"Tavis","Smiley"
"2580","filmmaker","Media",2014,9,15,"Ken","Burns"
"2581","actor","Acting",2014,9,16,"Bill","Hader"
"2582","law professor","Academic",2014,9,17,"Zephyr","Teachout"
"2583","us president","Politician",2014,9,18,"Bill","Clinton"
"2584","journalist","Media",2014,9,2,"Ramita","Navai"
"2585","journalist","Media",2014,9,22,"Jenny","Nordberg"
"2586","military","Military",2014,9,23,"Tony","Zinni"
"2587","non profit worker","Advocacy",2014,9,24,"Tia","Torres"
"2588","author","Media",2014,9,25,"Steven","Johnson"
"2589","syrian politician","Politician",2014,9,29,"Hadi","al-Bahra"
